cluster_id,type,canonical_normalized,canonical_provisional,variants,total_frequency,sources,identification,authority_ref,confidence
1861,person,Pawlet William,Pawlet William,Paulet William | Pawlet William,6,vol4_index:6,,,
1862,person,Par William,Par William,Par William | Parre William | Patrike William | Percy William,6,vol4_index:6,,,
2053,person,Kyng Henrye,Kyng Henrye,King Henrye | Kyng Henrye,6,vol4_index:6,,,
2143,person,Sebby,Sebby,Sebby,6,vol4_index:6,,,
2171,person,Simon,Simon,Simon,6,vol4_index:6,,,
2204,person,Strangbow,Strangbow,Strangbow | Strangbowe,6,vol4_index:6,,,
2455,person,VVilliam Conqueroure,VVilliam Conqueroure,VVilliam Conqueroure,6,vol4_index:6,,,
47,person,Domitianus,Domitianus,Domicianus Nero | Domitianus | Domitianus Nero,5,vol4_index:5,,,
53,person,Agnes,Agnes,Agnerus | Agnes | Agnexus,5,vol4_index:5,,,
161,person,Riuers,Riuers,Riuers,5,vol4_index:5,,,
165,person,Scales,Scales,Scales,5,vol4_index:5,,,
192,person,Frenchmen,Frenchmen,French | Frenchmen,5,vol4_index:5,,,
207,person,Cador,Cador,Cador,5,vol4_index:5,,,
222,person,Conan Meridock,Conan Meridock,Conan Meridock,5,vol4_index:5,,,
254,person,Asclepiodotus,Asclepiodotus,Asclepiodotus,5,vol4_index:5,,,
280,person,Baldud,Baldud,Baldud,5,vol4_index:5,,,
281,person,Ludhurdibras,Ludhurdibras,Ludhurdibras,5,vol4_index:5,,,
282,person,Rud,Rud,Rud,5,vol4_index:5,,,
293,person,Chastillion,Chastillion,Chastillion | Chastillon,5,vol4_index:5,,,
313,person,Ethelswida,Ethelswida,Ethelswida,5,vol4_index:5,,,
328,person,Mulmucius,Mulmucius,Mulinucius | Mulmucius | Munucius,5,vol4_index:5,,,
389,person,Blanch,Blanch,Blanch | Blanche | Blaunche,5,vol4_index:5,,,
391,person,Riuallon,Riuallon,Riuall | Riuallon,5,vol4_index:5,,,
449,person,Foukes de Brent,Foukes de Brent,Foukes de Brent | Fouks de Brent | Foulkes Brent | Fulkes de Brent,5,vol4_index:5,,,
457,person,Brightwald,Brightwald,Brightwald | Brightwold | Brightwolde | Brightwoulf,5,vol4_index:5,,,
497,person,Venutius,Venutius,Venutius,5,vol4_index:5,,,
535,person,Cartimandua,Cartimandua,Cartemandua | Cartimandua,5,vol4_index:5,,,
555,person,Cheldrike,Cheldrike,Cheldrike,5,vol4_index:5,,,
580,person,Gualo,Gualo,Gualo,5,vol4_index:5,,,
597,person,Osgote Clappa,Osgote Clappa,Osgote Clappa,5,vol4_index:5,,,
606,person,Kenred,Kenred,Kenred,5,vol4_index:5,,,
660,person,Lionel,Lionel,Leonel | Lionel,5,vol4_index:5,,,
676,person,Trebellius,Trebellius,Trebellius | Trebellius Maximus,5,vol4_index:5,,,
819,person,Fredericke,Fredericke,Frederick | Fredericke | Frederike,5,vol4_index:5,,,
911,person,Ealhere,Ealhere,Ealhere | Edelhere | Edethere,5,vol4_index:5,,,
925,person,Ethelricus,Ethelricus,Eleuthenus | Eleutherius | Ethelricus | Etherius,5,vol4_index:5,,,
1059,person,Kildare,Kildare,Kildare,5,vol4_index:5,,,
1067,person,Fitz Walter Robert,Fitz Walter Robert,Fitz Walter | Fitz Walter Robert | Fitzwaters | fits Water,5,vol4_index:5,,,
1121,person,Gawayn,Gawayn,Gawain | Gawayn,5,vol4_index:5,,,
1136,person,Geffray Monmouth,Geffray Monmouth,Geffray Monmouth | Geffrey Monmouth | Geffrey of Monmouth,5,vol4_index:5,,,
1164,person,Gildas,Gildas,Gildas,5,vol4_index:5,,,
1187,person,Gospatrick,Gospatrick,Gospatrick | Gospatricke | Gospatrickes,5,vol4_index:5,,,
1222,person,Gregorie,Gregorie,Gregorie | Gregory,5,vol4_index:5,,,
1282,person,Halden,Halden,Haiden | Halden | Haldene,5,vol4_index:5,,,
1339,person,Latimer,Latimer,Latimer | Lord Latimer,5,vol4_index:5,,,
1392,person,Humfrey Stafford,Humfrey Stafford,Hamfrey Stafford | Humfrey Stafford | Humfrey Stafforde,5,vol4_index:5,,,
1481,person,Pandulph,Pandulph,Pandolph | Pandulph,5,vol4_index:5,,,
1555,person,Lacy Walter,Lacy Walter,Lacy Walter,5,vol4_index:5,,,
1663,person,Malgo,Malgo,Malgo,5,vol4_index:5,,,
1828,person,Sigharde,Sigharde,Sighard | Sigharde,5,vol4_index:5,,,
1829,person,Seufred,Seufred,Seffred | Seufred | Sewfred | Sewfrede,5,vol4_index:5,,,
1968,person,Queene Ioan,Queene Ioan,Queene Anne | Queene Iane | Queene Ioan | Queene Isabel | Queene Isabell,5,vol4_index:5,,,
2031,person,Ratcliffe Iohn,Ratcliffe Iohn,Ratcliffe | Ratcliffe Iohn | Ratcliffe Robert,5,vol4_index:5,,,
2094,person,Sabart,Sabart,Sabart | Sabartes,5,vol4_index:5,,,
2109,person,Thomas Stafforde,Thomas Stafforde,Tho. Stafford | Thomas Stafford | Thomas Stafforde,5,vol4_index:5,,,
2136,person,Secular Priestes,Secular Priestes,Secular Priestes | Secular Priests,5,vol4_index:5,,,
2146,person,Sindhelme,Sindhelme,Sindhelme | Suidhelme | Swidhelme,5,vol4_index:5,,,
2504,person,VVolstane,VVolstane,VVolstane,5,vol4_index:5,,,
5,person,Amphibalus,Amphibalus,Amphibalus | Amphibulus,4,vol4_index:4,,,
24,person,Pleymond,Pleymond,Pleymond,4,vol4_index:4,,,
34,person,Adela,Adela,Adela | Adeliza,4,vol4_index:4,,,
62,person,Herbert,Herbert,Herbert,4,vol4_index:4,,,
84,person,Quendred,Quendred,Quendred | Quendreds,4,vol4_index:4,,,
85,person,Friswide,Friswide,Friswide | Friswive,4,vol4_index:4,,,
95,person,Alectus,Alectus,Alectus,4,vol4_index:4,,,
109,person,Alpher,Alpher,Alpher,4,vol4_index:4,,,
125,person,Alice,Alice,Alice,4,vol4_index:4,,,
166,person,Anna,Anna,Anna,4,vol4_index:4,,,
211,person,Stephan Langton,Stephan Langton,Stephan Langton | Stephen Langton | Steue Langton,4,vol4_index:4,,,
304,person,Bonifacius,Bonifacius,Boniface | Bonifacius,4,vol4_index:4,,,
308,person,Bartholoin,Bartholoin,Bartholoin,4,vol4_index:4,,,
309,person,Bardi,Bardi,Bardi,4,vol4_index:4,,,
321,person,Berured,Berured,Bernard | Bernred | Berured,4,vol4_index:4,,,
323,person,Bernulf,Bernulf,Bernulf | Bernulfe,4,vol4_index:4,,,
366,person,Beaumont,Beaumont,Beaumont | Beaumot,4,vol4_index:4,,,
429,person,Guilthdacus,Guilthdacus,Guilthdacus | Guilthdarus,4,vol4_index:4,,,
430,person,Seguinus,Seguinus,Seginus | Segninus | Seguinus,4,vol4_index:4,,,
433,person,Nathaliod,Nathaliod,Nathaliod,4,vol4_index:4,,,
440,person,Stuff,Stuff,Stuff | Stuffe,4,vol4_index:4,,,
462,person,Leogitia,Leogitia,Leogitia,4,vol4_index:4,,,
474,person,Broc Ranulph,Broc Ranulph,Broc Randall | Broc Randulfe | Broc Ranulph | Broc Raynulfe,4,vol4_index:4,,,
476,person,Burgh Hubert,Burgh Hubert,Brough Hubert | Burgh Hubert,4,vol4_index:4,,,
506,person,Rochefort,Rochefort,Rochefort | Rochfort,4,vol4_index:4,,,
526,person,Wicliffe,Wicliffe,Wicclif | Wicklifes | Wicliffe | wikclifs,4,vol4_index:4,,,
539,person,Careticus,Careticus,Careticus | Caretius,4,vol4_index:4,,,
546,person,Ferdinande,Ferdinande,Ferdinand | Ferdinande | Ferdinando,4,vol4_index:4,,,
550,person,Carpwald,Carpwald,Carpwald | Corpwald,4,vol4_index:4,,,
585,person,Marie,Marie,Marie | Maurice,4,vol4_index:4,,,
603,person,Ceorlus,Ceorlus,Cearlus | Ceorle | Ceorlus | Ciarlus,4,vol4_index:4,,,
621,person,Charles Simplex,Charles Simplex,Charles Le Simple | Charles Le Symple | Charles Simplex,4,vol4_index:4,,,
637,person,Iohn Cheyney,Iohn Cheyney,Iohn Cheyney,4,vol4_index:4,,,
641,person,Quichelme,Quichelme,Quichelme | Quinchelme,4,vol4_index:4,,,
665,person,Perhennis,Perhennis,Perhennis,4,vol4_index:4,,,
670,person,Clodius Albinus,Clodius Albinus,Clodius Albinus,4,vol4_index:4,,,
671,person,Clifford,Clifford,Clifford | Clifford Henry,4,vol4_index:4,,,
678,person,Pope,Pope,Pope | Popea,4,vol4_index:4,,,
679,person,Cornelius Tacitus,Cornelius Tacitus,Cornelius Tacitus,4,vol4_index:4,,,
684,person,Henrye de Essex,Henrye de Essex,Henrye de Essex | Henrye of Essex,4,vol4_index:4,,,
701,person,Kineard,Kineard,Kineard,4,vol4_index:4,,,
713,person,Gogmagog,Gogmagog,Gogmagog,4,vol4_index:4,,,
722,person,Talbot,Talbot,Talbot,4,vol4_index:4,,,
750,person,Westsaxons,Westsaxons,Westsaxons,4,vol4_index:4,,,
766,person,Robert Cumin,Robert Cumin,Robert Cumin | Robert Curcy | Robert Curson,4,vol4_index:4,,,
778,person,Egiptus,Egiptus,Egiptus,4,vol4_index:4,,,
779,person,Lynceus,Lynceus,Lyncens | Lynceus,4,vol4_index:4,,,
807,person,Elanius,Elanius,Elamius | Elanius,4,vol4_index:4,,,
809,person,Damianus,Damianus,Damianus | Damsanus,4,vol4_index:4,,,
829,person,Dubritius,Dubritius,Dubritius | Durbritius,4,vol4_index:4,,,
854,person,Hugh Lacie,Hugh Lacie,Hugh Lacie | Hugh Lacy,4,vol4_index:4,,,
857,person,Dunwallo,Dunwallo,Dunwallo | Dunwalls,4,vol4_index:4,,,
859,person,Hubert de Burgh,Hubert de Burgh,Hubert de Burgh,4,vol4_index:4,,,
912,person,Mempricius,Mempricius,Mempricius,4,vol4_index:4,,,
914,person,Ebusa,Ebusa,Ebusa,4,vol4_index:4,,,
932,person,Vthred,Vthred,Vthred,4,vol4_index:4,,,
938,person,Sigeferdes,Sigeferdes,Sigeferd | Sigeferdes | Sigefero,4,vol4_index:4,,,
941,person,Owe Glendour,Owe Glendour,Owe Gledoner | Owe Glendour | Owen Glendoner | Owen Glendour,4,vol4_index:4,,,
954,person,Eduke Siluticus,Eduke Siluticus,Edrick Siluaticus | Edrik Syluaticus | Edrike Siluaticus | Eduke Siluticus,4,vol4_index:4,,,
967,person,Simon Montford,Simon Montford,Simon Montford | Simon Mountford | Simon Moutford | Simons Montford,4,vol4_index:4,,,
987,person,Woden,Woden,Woden,4,vol4_index:4,,,
1042,person,Felix,Felix,Felix,4,vol4_index:4,,,
1044,person,Gorbodug,Gorbodug,Gorbedug | Gorbod | Gorbodug,4,vol4_index:4,,,
1066,person,Fitz Peter Geffrey,Fitz Peter Geffrey,Fitz Peter | Fitz Peter Geffrey,4,vol4_index:4,,,
1113,person,Fulgentius,Fulgentius,Fulge tius | Fulgentius,4,vol4_index:4,,,
1141,person,Gray Thomas,Gray Thomas,Gerard Thomas | Gray Thomas,4,vol4_index:4,,,
1172,person,Gillomannus,Gillomannus,Gillomannus | Gillomanus | Gillomar,4,vol4_index:4,,,
1179,person,Liulfus,Liulfus,Liulfus,4,vol4_index:4,,,
1192,person,Hennimus,Hennimus,Hennimus | Henning | Henninus,4,vol4_index:4,,,
1193,person,Goffarius,Goffarius,Goffarius | Goffarius Pictus,4,vol4_index:4,,,
1211,person,Gray Iohn,Gray Iohn,Gray Iohn,4,vol4_index:4,,,
1265,person,Harold Harfager,Harold Harfager,Harold Harfager,4,vol4_index:4,,,
1267,person,Harrison William,Harrison William,Harison William | Harrison William,4,vol4_index:4,,,
1308,person,Osyris,Osyris,Osyris,4,vol4_index:4,,,
1311,person,Heraclius,Heraclius,Heraclitus | Heraclius,4,vol4_index:4,,,
1314,person,Henry Huntington,Henry Huntington,Henricus Huntington | Henry Huntingdon | Henry Huntington | Huntingdon Henry,4,vol4_index:4,,,
1326,person,Hector Boetius,Hector Boetius,Hector Boetius,4,vol4_index:4,,,
1334,person,Henry the fourth,Henry the fourth,Henry the first | Henry the fourth | Hery the fourth,4,vol4_index:4,,,
1352,person,Hypermnestra,Hypermnestra,Hypermnestra,4,vol4_index:4,,,
1378,person,Iohn Holand,Iohn Holand,Iohn Holand,4,vol4_index:4,,,
1379,person,Howard Thomas,Howard Thomas,Howard Thomas,4,vol4_index:4,,,
1420,person,Ieruman,Ieruman,Iaroman | Iaruman | Ieruman,4,vol4_index:4,,,
1533,person,Nazaleod,Nazaleod,Nazaleod,4,vol4_index:4,,,
1535,person,Sisillius,Sisillius,Sisillius | Sistllius | Sysillius,4,vol4_index:4,,,
1554,person,Lambert William,Lambert William,Lambert William,4,vol4_index:4,,,
1572,person,Leyland Iohn,Leyland Iohn,Leland | Leyland | Leyland Iohn,4,vol4_index:4,,,
1593,person,Llhuyd Humfrey,Llhuyd Humfrey,Llhuyd Humfrey,4,vol4_index:4,,,
1628,person,Stanley,Stanley,Stanley,4,vol4_index:4,,,
1645,person,Tancrede,Tancrede,Tancred | Tancrede,4,vol4_index:4,,,
1661,person,Mat. Westm.,Mat. Westm.,Mat. Westm. | Matt. Westin | Matt. Westmin.,4,vol4_index:4,,,
1679,person,Madan,Madan,Madan,4,vol4_index:4,,,
1787,person,Nennius,Nennius,Nennius | Nenuius | Nonnius,4,vol4_index:4,,,
1805,person,Noe,Noe,Noe,4,vol4_index:4,,,
1820,person,Traherne,Traherne,Trahern | Traherne,4,vol4_index:4,,,
1850,person,Ostorius,Ostorius,Ostorius,4,vol4_index:4,,,
1863,person,Pace Richard,Pace Richard,Pace Richard | Peake Richard | Poole Richard,4,vol4_index:4,,,
1868,person,Palmer Thomas,Palmer Thomas,Palmer Thomas | Percie Thomas | Percy Thomas | Pulter Thomas,4,vol4_index:4,,,
1883,person,Pertinar,Pertinar,Pertinar,4,vol4_index:4,,,
1944,person,Polidore,Polidore,Polidore,4,vol4_index:4,,,
1949,person,Polidore Virgil,Polidore Virgil,Polidor Virgil | Polidore Virgil,4,vol4_index:4,,,
2021,person,Remigius,Remigius,Remigius,4,vol4_index:4,,,
2086,person,Vortiporus,Vortiporus,Vortiporus,4,vol4_index:4,,,
2163,person,Silures,Silures,Silures,4,vol4_index:4,,,
2234,person,Swithed,Swithed,Swithed | Swithred,4,vol4_index:4,,,
2248,person,Talbot George,Talbot George,Talbot George,4,vol4_index:4,,,
2253,person,Turneham Robert,Turneham Robert,Tame Robert | Turneham Robert | Turneham Roberte,4,vol4_index:4,,,
2272,person,Thom.,Thom.,Thom.,4,vol4_index:4,,,
11,person,Alla,Alla,Alla,3,vol4_index:3,,,
42,person,Eltwold,Eltwold,Eltwold | Etwold,3,vol4_index:3,,,
56,person,Aganippus,Aganippus,Aganippus,3,vol4_index:3,,,
93,person,Alditha,Alditha,Aldgitha | Alditha,3,vol4_index:3,,,
94,person,Ormus,Ormus,Ormus,3,vol4_index:3,,,
96,person,Aldroenus,Aldroenus,Aldroenus,3,vol4_index:3,,,
140,person,Angles,Angles,Angles,3,vol4_index:3,,,
163,person,Didius,Didius,Didius,3,vol4_index:3,,,
199,person,Audeley,Audeley,Audeley,3,vol4_index:3,,,
200,person,Aumerle,Aumerle,Aubemerle | Aumerle,3,vol4_index:3,,,
215,person,Hugh Lupus,Hugh Lupus,Hugh Lupus,3,vol4_index:3,,,
226,person,Genissa,Genissa,Genissa,3,vol4_index:3,,,
245,person,Flauius Victor,Flauius Victor,Flauius Victor,3,vol4_index:3,,,
279,person,Bale Iohn,Bale Iohn,Bale Iohn,3,vol4_index:3,,,
306,person,Basreeg,Basreeg,Basreeg,3,vol4_index:3,,,
329,person,Bergion,Bergion,Bergion,3,vol4_index:3,,,
334,person,Bertwolf,Bertwolf,Bernwolfe | Bertwolf,3,vol4_index:3,,,
336,person,Bertha,Bertha,Bertha,3,vol4_index:3,,,
339,person,Belesme Robert,Belesme Robert,Belesme Robert,3,vol4_index:3,,,
350,person,Beauoyes,Beauoyes,Beauoyes | Beauuoys,3,vol4_index:3,,,
368,person,Thomas Beauchamp,Thomas Beauchamp,Thomas Beauchamp,3,vol4_index:3,,,
393,person,Charles de Bloys,Charles de Bloys,Charles de Bloys,3,vol4_index:3,,,
402,person,Iames Botiller,Iames Botiller,Iames Blunt | Iames Botiller | Iames butler,3,vol4_index:3,,,
439,person,Wightgar,Wightgar,Wightgar,3,vol4_index:3,,,
450,person,Brocmale,Brocmale,Brocmael | Brocmale,3,vol4_index:3,,,
467,person,Brent Foulkes,Brent Foulkes,Brent Foulkes | Brent Fulks,3,vol4_index:3,,,
503,person,Clinton,Clinton,Clinton,3,vol4_index:3,,,
505,person,Bulleyne Thomas,Bulleyne Thomas,Bulleyne Thomas,3,vol4_index:3,,,
530,person,Cangi,Cangi,Cangi,3,vol4_index:3,,,
543,person,Calphurnius,Calphurnius,Calphurnius,3,vol4_index:3,,,
545,person,Catharin,Catharin,Catharin | Catherine,3,vol4_index:3,,,
547,person,Cardinall,Cardinall,Cardinal | Cardinall | Cardinall Poole,3,vol4_index:3,,,
554,person,Caligula,Caligula,Caligula,3,vol4_index:3,,,
558,person,Catigernus,Catigernus,Catigernus,3,vol4_index:3,,,
568,person,Carton,Carton,Carton | Caxton | Caxtons,3,vol4_index:3,,,
583,person,Volusenus,Volusenus,Volusenus,3,vol4_index:3,,,
600,person,Centwine,Centwine,Centwine,3,vol4_index:3,,,
601,person,Escuinus,Escuinus,Escuinus,3,vol4_index:3,,,
605,person,Ceolred,Ceolred,Ceolred | Coelred,3,vol4_index:3,,,
620,person,Wolsey,Wolsey,Wolsey,3,vol4_index:3,,,
649,person,Richelinus,Richelinus,Rechelinus | Richelinus,3,vol4_index:3,,,
651,person,Cicilie,Cicilie,Cicile | Cicilie,3,vol4_index:3,,,
692,person,Courtney Willia,Courtney Willia,Courtney Willia | Courtney William,3,vol4_index:3,,,
694,person,Courtney Henry,Courtney Henry,Courteney | Courtney | Courtney Henry,3,vol4_index:3,,,
702,person,Copsius,Copsius,Copsius,3,vol4_index:3,,,
703,person,Osulf,Osulf,Osulf | Osulfe | Osull,3,vol4_index:3,,,
719,person,Helias,Helias,Helias,3,vol4_index:3,,,
720,person,Commodus,Commodus,Commodus,3,vol4_index:3,,,
755,person,Crida,Crida,Crida,3,vol4_index:3,,,
756,person,Iohannes Cremensis,Iohannes Cremensis,Iohannes Cremensis,3,vol4_index:3,,,
791,person,Darcy Thomas,Darcy Thomas,Dacres Thomas | Darcie Thomas | Darcy Thomas,3,vol4_index:3,,,
826,person,Iaques van Arteueld,Iaques van Arteueld,Iaques Arteueld | Iaques Van Herteueld | Iaques van Arteueld,3,vol4_index:3,,,
845,person,Dionoth,Dionoth,Dionethus | Dionoth | Dionothus,3,vol4_index:3,,,
864,person,Dowglas Archimbald,Dowglas Archimbald,Dowglas Archimbald,3,vol4_index:3,,,
878,person,Elianor Cobham,Elianor Cobham,Elianor Cobham | Elinor Cobham,3,vol4_index:3,,,
903,person,Eadulfus,Eadulfus,Eadulfus | Eardulf,3,vol4_index:3,,,
928,person,Salomon,Salomon,Salomon | Solomons,3,vol4_index:3,,,
936,person,Withred,Withred,Withred,3,vol4_index:3,,,
943,person,Edward Wooduile,Edward Wooduile,Edward Winaduile | Edward Wooduile,3,vol4_index:3,,,
964,person,Elphegus,Elphegus,Elphegus,3,vol4_index:3,,,
969,person,Kimarus,Kimarus,Kimarius | Kimarus,3,vol4_index:3,,,
992,person,Erchenwine,Erchenwine,Erchenwin | Erchenwine | Erchenwyn,3,vol4_index:3,,,
997,person,Ermenfred,Ermenfred,Ermenfred | Ermenredus | Ermnredus,3,vol4_index:3,,,
1014,person,Irmenrike,Irmenrike,Irinenrike | Irmenrike,3,vol4_index:3,,,
1031,person,Eweline,Eweline,Eweline,3,vol4_index:3,,,
1035,person,Fabian,Fabian,Fabian,3,vol4_index:3,,,
1053,person,Fines Thomas,Fines Thomas,Finch Thomas | Fines Thomas | Furnes Thomas,3,vol4_index:3,,,
1085,person,Fore Richard,Fore Richard,Fore Richard | Foxe Richard | Fraser Richard,3,vol4_index:3,,,
1086,person,Forthere,Forthere,Fordher | Forthere,3,vol4_index:3,,,
1106,person,Frotto,Frotto,Fronto | Frotto,3,vol4_index:3,,,
1140,person,Geffrey Plantagenet,Geffrey Plantagenet,Geffrey Plantagenet,3,vol4_index:3,,,
1167,person,Gilla,Gilla,Gilla,3,vol4_index:3,,,
1180,person,Giraldus Cambrensis,Giraldus Cambrensis,Giraldus Cambrensis,3,vol4_index:3,,,
1190,person,God,God,God | Goda,3,vol4_index:3,,,
1210,person,Gray Walter,Gray Walter,Gray Walter,3,vol4_index:3,,,
1212,person,Gratianus Funarius,Gratianus Funarius,Gratianus Funarius,3,vol4_index:3,,,
1236,person,Guillomer,Guillomer,Guillomer,3,vol4_index:3,,,
1251,person,Gunthildis,Gunthildis,Gunthildes | Gunthildis | Gunthildus,3,vol4_index:3,,,
1312,person,Moses,Moses,Moses,3,vol4_index:3,,,
1405,person,Iago,Iago,Iago,3,vol4_index:3,,,
1422,person,Iaspor,Iaspor,Iaspor | Iaspore,3,vol4_index:3,,,
1435,person,Innocent,Innocent,Innocent | Innocentes,3,vol4_index:3,,,
1447,person,Iohn Neuil,Iohn Neuil,Iohn Neuil | Iohn Neul,3,vol4_index:3,,,
1448,person,Montacute,Montacute,Montacute | mountacute,3,vol4_index:3,,,
1463,person,Iohn Sauage,Iohn Sauage,Iohn Sauage | Iohn Shaa | Iohn Sharpe,3,vol4_index:3,,,
1501,person,Iricius,Iricius,Iricius,3,vol4_index:3,,,
1506,person,Isakius,Isakius,Isakios | Isakius,3,vol4_index:3,,,
1534,person,Kynimacus,Kynimacus,Kynimacus,3,vol4_index:3,,,
1537,person,Sirilius,Sirilius,Sicilius | Siricius | Sirilius,3,vol4_index:3,,,
1548,person,Robert Knolles,Robert Knolles,Robert Knoles | Robert Knolles,3,vol4_index:3,,,
1601,person,Longchampe William,Longchampe William,Longchampe William,3,vol4_index:3,,,
1602,person,Longespee William,Longespee William,Longespee William | Longipee William,3,vol4_index:3,,,
1629,person,Lucy Richard,Lucy Richard,Lucie Richard | Lucy Richard,3,vol4_index:3,,,
1642,person,Maundeuile William,Maundeuile William,Mandeuyle William | Maundeuile William,3,vol4_index:3,,,
1644,person,Matth. Paris,Matth. Paris,Mat. Paris | Mathew Paris | Matth. Paris,3,vol4_index:3,,,
1646,person,Mortimer,Mortimer,Mortimer | Mortimer Hugh,3,vol4_index:3,,,
1734,person,Osoulphus,Osoulphus,Osoulphus,3,vol4_index:3,,,
1737,person,Moriani,Moriani,Moriani,3,vol4_index:3,,,
1739,person,Modwene,Modwene,Modwene,3,vol4_index:3,,,
1745,person,Mountford Simon,Mountford Simon,Mountfoord Simon | Mountford Simon,3,vol4_index:3,,,
1753,person,Morcade,Morcade,Morcade | Morchad,3,vol4_index:3,,,
1755,person,William Mombray,William Mombray,William Mombray | William Ombler | William Somerset,3,vol4_index:3,,,
1813,person,Tacuinus,Tacuinus,Tacuinus,3,vol4_index:3,,,
1845,person,Osunus,Osunus,Osunus,3,vol4_index:3,,,
1846,person,Osberne,Osberne,Osberne,3,vol4_index:3,,,
1870,person,Papirio Iohn,Papirio Iohn,Papirio Iohn | Prior Iohn,3,vol4_index:3,,,
1871,person,Patrike,Patrike,Patricke | Patrike,3,vol4_index:3,,,
1882,person,Percie,Percie,Percie,3,vol4_index:3,,,
1941,person,Weston,Weston,Weston,3,vol4_index:3,,,
1958,person,Prasutagus,Prasutagus,Prasutagus,3,vol4_index:3,,,
1964,person,Putta,Putta,Putta,3,vol4_index:3,,,
1984,person,Rise ap Griffin,Rise ap Griffin,Rise ap Griffin,3,vol4_index:3,,,
2000,person,Richard Ratcliffe,Richard Ratcliffe,Ratcliffe Richarde | Richard Radcliffe | Richard Ratcliffe,3,vol4_index:3,,,
2020,person,Wade,Wade,Wade,3,vol4_index:3,,,
2032,person,Raucin Geffrey,Raucin Geffrey,Raucin Geffrey,3,vol4_index:3,,,
2113,person,Samson,Samson,Sampson | Samson,3,vol4_index:3,,,
2138,person,Seymer Edwarde,Seymer Edwarde,Seymer Edwarde | Spencer Edward | Spencer Edwarde,3,vol4_index:3,,,
2145,person,Selred,Selred,Selred,3,vol4_index:3,,,
2197,person,Edwarde Stafford,Edwarde Stafford,Edward Stafford | Edwarde Stafford,3,vol4_index:3,,,
2240,person,Mawde,Mawde,Mawd | Mawde,3,vol4_index:3,,,
2325,person,Tunstall Cuthbert,Tunstall Cuthbert,Tonstal Cathbert | Tunstall Cuthbert,3,vol4_index:3,,,
2351,person,Twing Roberte,Twing Roberte,Twing Robert | Twing Roberte,3,vol4_index:3,,,
